Tempo;Canal A;Canal B
(ms);(V);(mV)

-217,48716768;3,71807003;0,00305185
-217,32332768;3,67336035;0,00305185
-217,15948769;3,76293230;-0,45167392
-216,99564769;3,76293230;0,00305185
-216,83180769;3,76293230;-0,45167392
-216,66796769;3,71807003;0,00305185
-216,50412769;3,76293230;0,00305185
-216,34028769;3,85250401;-0,45167392
-216,17644769;3,71807003;0,00305185
-216,01260769;3,76293230;0,00305185
-215,84876769;3,76293230;0,00305185
-215,68492769;3,67336035;0,00305185
-215,52108770;3,76293230;-0,45167392
-215,35724770;3,76293230;0,00305185
-215,19340770;3,76293230;0,00305185
-215,02956770;3,76293230;0,00305185
-214,86572770;3,71807003;0,00305185
-214,70188770;3,71807003;0,00305185
-214,53804770;3,76293230;0,00305185
-214,37420770;3,76293230;-0,45167392
-214,21036770;3,76293230;0,00305185
-214,04652770;3,71807003;-0,45167392
-213,88268771;3,76293230;0,00305185
-213,71884771;3,71807003;0,00305185
-213,55500771;3,71807003;-0,45167392
-213,39116771;3,76293230;0,00305185
-213,22732771;3,76293230;-0,45167392
-213,06348771;3,71807003;0,00305185
-212,89964771;3,71807003;0,00305185
-212,73580771;3,76293230;0,00305185
-212,57196771;3,76293230;0,00305185
-212,40812771;3,71807003;0,00305185
-212,24428772;3,67336035;0,00305185
-212,08044772;3,71807003;-0,45167392
-211,91660772;3,71807003;-0,45167392
-211,75276772;3,62849808;-0,45167392
-211,58892772;3,76293230;0,00305185
-211,42508772;3,76293230;0,00305185
-211,26124772;3,71807003;0,00305185
-211,09740772;3,71807003;0,00305185
-210,93356772;3,76293230;-0,45167392
-210,76972772;3,76293230;0,00305185
-210,60588773;3,71807003;0,00305185
-210,44204773;3,71807003;0,00305185
-210,27820773;3,71807003;0,00305185
-210,11436773;3,71807003;0,00305185
-209,95052773;3,76293230;0,00305185
-209,78668773;3,71807003;-0,45167392
-209,62284773;3,76293230;0,00305185
-209,45900773;3,71807003;0,00305185
-209,29516773;3,71807003;-0,45167392
-209,13132773;3,76293230;0,00305185
-208,96748774;3,76293230;0,00305185
-208,80364774;3,76293230;0,00305185
-208,63980774;3,71807003;0,00305185
-208,47596774;3,76293230;0,00305185
-208,31212774;3,76293230;0,00305185
-208,14828774;3,76293230;0,00305185
-207,98444774;3,76293230;0,00305185
-207,82060774;3,76293230;0,00305185
